id-cuenca,id-comuna
0;187
1;201
2;201
3;201
4;132
5;168
6;168
7;128
8;220
9;52
10;209
11;185
12;74
13;88
14;206
15;204
16;170
17;78
18;152
19;174
20;68
21;152
22;23
23;89
24;82
25;18
26;99
27;39
28;190
29;182
30;182
31;71
32;57
33;44
34;189
35;189
36;178
37;148
38;6
39;9
40;223
41;40
42;40
43;40
44;127
45;127
46;127
47;127
48;127
49;127
