consumo (m3);mes;id_comuna
17030.239999999998;8;210
16597.56;9;210
19234.15;10;210
19817.0;11;210
22473.0;12;210
155078.96;1;2
157952.93;2;2
156132.82;3;2
155670.06;4;2
157601.05000000002;5;2
140103.7;6;2
139822.52000000002;7;2
132432.53;8;2
139633.88;9;2
153994.68000000002;10;2
148459.25;11;2
148989.55000000002;12;2
70749.26000000001;1;141
66588.57;2;141
64807.14;3;141
61812.25;4;141
56839.19;5;141
54950.9;6;141
48537.43;7;141
49014.99;8;141
50787.37;9;141
56943.67999999999;10;141
58223.46;11;141
64151.94;12;141
56156.0;1;183
54661.07;2;183
55685.86;3;183
48128.93;4;183
47835.23;5;183
48323.07;6;183
46776.9;7;183
46456.89;8;183
44012.0;9;183
49096.92;10;183
49886.92;11;183
47811.9;12;183
424671.3299999999;1;204
401681.1;2;204
401563.07;3;204
384601.9199999999;4;204
367267.63;5;204
358301.87;6;204
345062.55000000005;7;204
335074.17;8;204
349557.12000000005;9;204
364516.68000000005;10;204
372449.7700000001;11;204
385594.04;12;204
438064.54;1;77
410668.44000000006;2;77
404778.48;3;77
392791.4600000001;4;77
367085.88;5;77
353467.41;6;77
356096.25999999995;7;77
345751.04000000004;8;77
355185.21;9;77
363132.63;10;77
383618.76000000007;11;77
397109.02;12;77
412652.26;1;15
417160.02;2;15
396139.78;3;15
369574.71;4;15
352041.56;5;15
337177.75999999995;6;15
330863.9;7;15
323531.62000000005;8;15
322487.71;9;15
357572.79000000004;10;15
366236.31;11;15
412345.08;12;15
94251.0;1;52
111547.0;2;52
106714.0;3;52
80552.0;4;52
78270.0;5;52
75785.0;6;52
75704.0;7;52
70977.0;8;52
73554.0;9;52
78447.0;10;52
79410.0;11;52
83380.0;12;52
43088.490000000005;1;184
41457.9;2;184
39335.98;3;184
38362.49;4;184
36325.69;5;184
36678.64;6;184
33951.0;7;184
32308.240000000005;8;184
35514.57;9;184
35373.24;10;184
36614.65000000001;11;184
38824.91;12;184
76027.47;1;170
71651.91;2;170
75769.12;3;170
73771.37;4;170
67451.70999999999;5;170
63615.96000000001;6;170
65394.58;7;170
63650.56;8;170
67969.17;9;170
62243.72;10;170
71345.22;11;170
73873.77;12;170
48068.0;1;128
43595.0;2;128
49091.0;3;128
46817.0;4;128
45397.0;5;128
43330.0;6;128
45133.0;7;128
45498.0;8;128
44456.0;9;128
44523.0;10;128
47182.0;11;128
48648.0;12;128
75386.15;1;211
71068.76999999999;2;211
70547.89000000001;3;211
59935.29;4;211
54456.33;5;211
54063.86;6;211
47645.880000000005;7;211
44214.71000000001;8;211
48863.52;9;211
54261.89;10;211
63420.65;11;211
62506.26;12;211
229862.17;1;64
226188.14;2;64
219829.71;3;64
209973.15;4;64
224014.46;5;64
198062.25;6;64
202492.87;7;64
191114.66;8;64
197419.98000000004;9;64
211378.1;10;64
207158.35;11;64
226660.42000000004;12;64
2245753.7;1;230
2164933.46;2;230
2110126.1400000006;3;230
2236965.96;4;230
2245233.2;5;230
2182235.82;6;230
2102403.85;7;230
2086051.58;8;230
2090357.5800000003;9;230
2103230.91;10;230
2143383.72;11;230
2233584.51;12;230
30600.0;1;165
27404.0;2;165
26861.0;3;165
26207.0;4;165
28667.0;5;165
28128.0;6;165
29072.0;7;165
28623.0;8;165
28763.0;9;165
27589.0;10;165
29570.0;11;165
29104.0;12;165
1584222.0;1;122
1411326.0;2;122
1551464.0;3;122
1495609.0;4;122
1498229.0;5;122
1492091.0;6;122
1483097.0;7;122
1534245.0;8;122
1500001.0;9;122
1491042.0;10;122
1536560.0;11;122
1575227.0;12;122
107594.99;1;154
104085.04;2;154
98641.05;3;154
102639.99;4;154
93942.02;5;154
86746.98999999999;6;154
83587.99000000002;7;154
84200.08;8;154
85063.04000000001;9;154
93110.22;10;154
85027.05;11;154
103158.01;12;154
100124.8;1;180
130028.44;2;180
136058.37;3;180
97446.2;4;180
85574.21;5;180
76118.75;6;180
76957.73;7;180
74995.64000000001;8;180
74613.22;9;180
83344.26000000001;10;180
90278.58;11;180
89269.53;12;180
81169.98;1;11
57373.95999999999;2;11
55595.0;3;11
54501.98;4;11
46262.0;5;11
43597.97;6;11
38970.98;7;11
39948.97;8;11
41385.97;9;11
43434.97;10;11
54598.96000000001;11;11
50924.0;12;11
10334.0;1;31
13802.0;2;31
11409.0;3;31
8438.0;4;31
9008.0;5;31
7923.0;6;31
8891.0;7;31
7855.0;8;31
8354.0;9;31
8719.0;10;31
8678.0;11;31
10990.0;12;31
688215.8400000001;1;7
674244.0700000001;2;7
645721.01;3;7
592281.7300000001;4;7
581497.06;5;7
571902.32;6;7
565368.7300000001;7;7
560587.28;8;7
536726.86;9;7
568728.6900000001;10;7
596321.4700000001;11;7
613216.3900000001;12;7
969220.89;1;178
953934.92;2;178
936202.87;3;178
902782.9;4;178
888387.47;5;178
895173.03;6;178
881312.0700000001;7;178
879726.5700000001;8;178
826676.46;9;178
883817.115;10;178
901442.31;11;178
935303.23;12;178
35649.0;1;145
35116.0;2;145
32797.0;3;145
31365.300000000003;4;145
29392.0;5;145
28817.0;6;145
30057.0;7;145
27212.0;8;145
28074.01;9;145
35285.0;10;145
33859.0;11;145
39065.0;12;145
9917.0;1;61
10879.0;2;61
9320.0;3;61
8579.0;4;61
7486.0;5;61
7721.0;6;61
7866.0;7;61
7643.0;8;61
7788.0;9;61
7115.0;10;61
7430.0;11;61
10193.0;12;61
15500.0;1;81
15209.0;2;81
14048.0;3;81
11999.0;4;81
12192.0;5;81
11344.0;6;81
12020.0;7;81
11226.0;8;81
10913.0;9;81
12873.0;10;81
12578.0;11;81
14146.0;12;81
25218.0;1;53
24596.0;2;53
22964.0;3;53
19129.0;4;53
18631.0;5;53
17664.0;6;53
18493.0;7;53
18077.0;8;53
18792.0;9;53
20491.0;10;53
20280.0;11;53
23625.0;12;53
10507.0;1;169
10966.0;2;169
10620.0;3;169
8183.0;4;169
8734.0;5;169
8289.0;6;169
7430.0;7;169
8371.0;8;169
7537.0;9;169
8899.0;10;169
8618.0;11;169
10093.0;12;169
31972.0;1;27
29659.0;2;27
29624.0;3;27
30520.0;4;27
27068.0;5;27
29963.0;6;27
26800.0;7;27
20030.0;8;27
25948.0;9;27
23196.0;10;27
25998.0;11;27
24834.0;12;27
317918.66000000003;1;19
299608.4600000001;2;19
302370.86;3;19
287912.34;4;19
270650.96;5;19
263898.94999999995;6;19
260631.71;7;19
255343.36;8;19
258686.1;9;19
276744.11;10;19
296898.61;11;19
313274.49000000005;12;19
12916.69;1;166
14699.53;2;166
14034.21;3;166
13619.31;4;166
11162.99;5;166
9284.85;6;166
9159.89;7;166
9203.6;8;166
8980.330000000002;9;166
10029.19;10;166
11193.29;11;166
11942.11;12;166
65227.0;1;35
65417.01;2;35
63719.0;3;35
58845.0;4;35
60824.0;5;35
58217.0;6;35
57304.0;7;35
57090.01;8;35
55632.0;9;35
62243.0;10;35
62945.0;11;35
65136.0;12;35
7410.0;1;168
7482.0;2;168
7584.0;3;168
7470.0;4;168
7256.0;5;168
7379.0;6;168
6372.0;7;168
6446.0;8;168
6380.0;9;168
6256.0;10;168
5703.0;11;168
6125.0;12;168
119548.27;1;67
119337.37;2;67
112412.19;3;67
98343.81;4;67
98031.88;5;67
95357.06;6;67
94835.45;7;67
96874.48;8;67
95109.13;9;67
95461.75;10;67
104709.49;11;67
108033.68;12;67
530001.8099999999;1;123
482597.3;2;123
473672.98;3;123
466787.41000000015;4;123
421378.61;5;123
381808.08;6;123
362440.13;7;123
402778.65;8;123
405501.5;9;123
422698.4900000001;10;123
449827.0200000001;11;123
494668.11;12;123
14810.0;1;22
15416.0;2;22
14462.01;3;22
13088.01;4;22
13788.01;5;22
11582.63;6;22
12871.29;7;22
12245.0;8;22
11866.99;9;22
13726.0;10;22
12679.0;11;22
15832.0;12;22
12290.0;1;124
12389.0;2;124
12230.0;3;124
10988.0;4;124
11076.0;5;124
10824.0;6;124
10870.0;7;124
11929.0;8;124
12747.0;9;124
11135.5;10;124
12072.0;11;124
11925.0;12;124
49805.0;1;132
53547.0;2;132
47720.0;3;132
44546.0;4;132
47273.0;5;132
43881.0;6;132
43089.0;7;132
44211.0;8;132
45222.0;9;132
43193.0;10;132
46699.0;11;132
47913.0;12;132
68092.0;1;229
62733.0;2;229
60720.5;3;229
57231.0;4;229
50106.59;5;229
43777.0;6;229
44313.0;7;229
42174.0;8;229
45885.0;9;229
49787.0;10;229
54179.28;11;229
53685.0;12;229
6463.97;1;148
7714.02;2;148
7475.99;3;148
6804.96;4;148
5276.01;5;148
5295.0;6;148
5464.98;7;148
5442.99;8;148
4782.01;9;148
5435.99;10;148
5890.98;11;148
5635.99;12;148
86427.0;1;76
85819.0;2;76
85096.0;3;76
71692.0;4;76
67090.0;5;76
69919.0;6;76
64756.0;7;76
61262.0;8;76
68432.0;9;76
68233.0;10;76
66922.0;11;76
77616.0;12;76
412820.97;1;205
382709.57;2;205
404583.66;3;205
386025.91;4;205
415235.11;5;205
357427.1400000001;6;205
350063.0400000001;7;205
350786.87999999995;8;205
356305.84;9;205
388853.21;10;205
365341.94;11;205
399813.9900000001;12;205
89477.08;1;197
111488.88;2;197
105548.42;3;197
104087.36;4;197
93010.73;5;197
92129.66;6;197
93977.35;7;197
91496.73;8;197
90242.02;9;197
98196.39;10;197
107172.35;11;197
112153.16;12;197
9399.0;1;161
8387.0;2;161
8713.0;3;161
6594.0;4;161
6914.0;5;161
6569.0;6;161
6412.0;7;161
6108.0;8;161
6175.0;9;161
6304.0;10;161
6492.0;11;161
8250.0;12;161
26386.0;1;214
27406.46;2;214
28939.63;3;214
25777.0;4;214
23763.83;5;214
23429.47;6;214
19577.96;7;214
18825.39;8;214
21433.050000000003;9;214
22160.0;10;214
21545.02;11;214
25262.59;12;214
147188.08000000002;1;6
148986.91;2;6
147491.89;3;6
130899.97;4;6
132241.03999999998;5;6
128375.77000000002;6;6
131466.25;7;6
127676.63;8;6
120999.09;9;6
130788.97;10;6
134814.97;11;6
135096.99;12;6
45659.0;1;199
45578.0;2;199
42597.0;3;199
38329.0;4;199
35725.0;5;199
40515.0;6;199
34647.0;7;199
36695.0;8;199
40242.0;9;199
41557.0;10;199
47024.0;11;199
45403.0;12;199
18465.0;1;8
17122.0;2;8
17993.0;3;8
15583.0;4;8
14752.0;5;8
14487.0;6;8
14601.0;7;8
14319.0;8;8
13309.0;9;8
14416.5;10;8
14124.0;11;8
16221.0;12;8
942064.88;1;130
930280.79;2;130
908977.22;3;130
884628.37;4;130
855292.61;5;130
794029.2100000002;6;130
769641.9400000002;7;130
733814.2699999999;8;130
778077.05;9;130
852216.99;10;130
813388.93;11;130
932415.73;12;130
168723.13999999998;1;107
172197.09999999998;2;107
178115.66;3;107
163094.31;4;107
160870.59;5;107
149234.94999999998;6;107
147497.54;7;107
141076.57;8;107
146983.43;9;107
161989.45;10;107
157128.91;11;107
163050.58000000002;12;107
20309.0;1;175
21599.0;2;175
20678.0;3;175
19020.0;4;175
19360.0;5;175
18208.0;6;175
17954.0;7;175
17753.0;8;175
16412.0;9;175
17740.0;10;175
19048.0;11;175
20359.0;12;175
126372.32;1;34
113238.7;2;34
113066.85;3;34
103831.22999999998;4;34
93970.22;5;34
89367.57999999999;6;34
87114.3;7;34
83758.68;8;34
83039.74;9;34
97326.02;10;34
109901.56;11;34
112158.01;12;34
28361.01;1;156
32609.99;2;156
29328.0;3;156
29670.0;4;156
28030.01;5;156
23697.26;6;156
22934.99;7;156
22364.01;8;156
23378.99;9;156
25648.01;10;156
25970.0;11;156
29610.01;12;156
26219.0;1;46
40601.01;2;46
39727.0;3;46
27901.0;4;46
25461.0;5;46
20972.05;6;46
19952.14;7;46
20598.0;8;46
20722.0;9;46
22525.01;10;46
25597.0;11;46
24680.02;12;46
34154.28;1;62
34441.03;2;62
34408.59;3;62
33071.4;4;62
34146.21;5;62
29917.93;6;62
29207.87;7;62
27932.64;8;62
28849.79;9;62
33560.15;10;62
33319.84;11;62
34544.01;12;62
18244.0;1;192
17023.0;2;192
16308.0;3;192
13614.0;4;192
12959.0;5;192
12650.0;6;192
11637.0;7;192
13796.0;8;192
13624.0;9;192
14168.0;10;192
17382.0;11;192
17791.0;12;192
51907.97;1;106
55784.05;2;106
55171.07;3;106
53908.54;4;106
53276.07;5;106
43110.05;6;106
42672.990000000005;7;106
40531.02;8;106
42581.0;9;106
47941.11;10;106
52193.3;11;106
50480.27;12;106
80465.01;1;104
84984.01;2;104
85142.0;3;104
76087.0;4;104
74066.97;5;104
67747.0;6;104
65151.04;7;104
67071.97;8;104
65972.0;9;104
73368.98;10;104
69776.97;11;104
78185.02;12;104
39948.0;1;190
40505.48;2;190
39331.76;3;190
37977.5;4;190
36987.62;5;190
35564.0;6;190
30774.68;7;190
32162.0;8;190
33300.5;9;190
35067.380000000005;10;190
33469.630000000005;11;190
37329.75;12;190
23119.0;1;216
23041.0;2;216
23979.0;3;216
18237.0;4;216
18866.0;5;216
19082.0;6;216
18694.0;7;216
15578.0;8;216
17643.0;9;216
18741.0;10;216
19663.0;11;216
20257.0;12;216
1405212.42;1;85
1327529.7499999998;2;85
1360696.7;3;85
1188142.9;4;85
965724.11;5;85
851827.1199999999;6;85
769206.7800000001;7;85
715943.0200000001;8;85
787254.27;9;85
931425.15;10;85
1158669.38;11;85
1385389.59;12;85
130044.08000000002;1;117
140360.82;2;117
136160.11000000002;3;117
119523.80000000002;4;117
107106.43;5;117
102971.68;6;117
99389.89;7;117
98569.77;8;117
105430.97000000002;9;117
106189.63000000002;10;117
108596.85000000002;11;117
112704.79;12;117
1419176.64;1;212
1437813.35;2;212
1388012.55;3;212
1378369.89;4;212
1303616.16;5;212
1194311.71;6;212
1128393.23;7;212
1087637.9699999995;8;212
1102758.62;9;212
1238704.38;10;212
1320622.95;11;212
1418094.32;12;212
109888.25;1;129
118895.41999999998;2;129
111344.71;3;129
108603.7;4;129
105720.72;5;129
92525.63;6;129
87693.65;7;129
83783.04;8;129
87028.99;9;129
94173.0;10;129
102785.96;11;129
111042.3;12;129
53269.0;1;71
54345.0;2;71
50679.0;3;71
44505.0;4;71
44801.0;5;71
43296.0;6;71
41782.0;7;71
44590.0;8;71
43361.0;9;71
44189.0;10;71
53000.0;11;71
51503.0;12;71
21096.0;1;99
18238.0;2;99
20486.0;3;99
17362.0;4;99
17533.0;5;99
15043.0;6;99
16415.0;7;99
14276.0;8;99
15248.0;9;99
17367.0;10;99
16160.0;11;99
18708.0;12;99
18044.13;1;176
19739.0;2;176
19730.0;3;176
18035.0;4;176
16557.0;5;176
15044.0;6;176
14886.0;7;176
14592.01;8;176
14993.0;9;176
16120.0;10;176
18349.0;11;176
18207.0;12;176
10689.99;1;200
11409.01;2;200
12073.0;3;200
9479.99;4;200
8734.99;5;200
8407.99;6;200
10237.01;7;200
8742.99;8;200
7666.0;9;200
8511.99;10;200
8148.99;11;200
9531.99;12;200
9361.0;1;137
9260.0;2;137
8570.0;3;137
7735.0;4;137
7758.0;5;137
6597.0;6;137
6744.0;7;137
6039.0;8;137
6616.0;9;137
8074.0;10;137
7328.0;11;137
9259.0;12;137
57207.920000000006;1;144
55642.02;2;144
54469.030000000006;3;144
48603.94;4;144
49642.030000000006;5;144
47218.03;6;144
45148.03;7;144
47225.490000000005;8;144
43630.98;9;144
46242.61;10;144
47877.89;11;144
50766.09;12;144
128758.48;1;174
123705.28;2;174
125452.97;3;174
119549.41999999998;4;174
108520.45;5;174
105442.02000000003;6;174
100542.8;7;174
96000.97;8;174
100151.37;9;174
107283.2;10;174
108894.09;11;174
113421.36000000002;12;174
356898.10000000003;1;4
349614.37;2;4
355621.79000000004;3;4
347565.77;4;4
324567.67;5;4
287222.21;6;4
280152.81000000006;7;4
269758.01000000007;8;4
276105.80000000005;9;4
295077.9199999999;10;4
326248.53;11;4
350760.24000000005;12;4
189723.92;1;116
190936.05;2;116
181235.16;3;116
177467.07;4;116
165210.52;5;116
154992.22999999998;6;116
149314.27;7;116
145149.49000000002;8;116
148833.19;9;116
166324.52000000002;10;116
173822.24;11;116
188498.94000000003;12;116
829041.88;1;32
828747.7000000001;2;32
791362.49;3;32
754730.0800000001;4;32
741198.92;5;32
695903.0499999999;6;32
668762.0700000001;7;32
662785.21;8;32
684057.3099999999;9;32
718519.6100000001;10;32
717407.7100000001;11;32
829567.07;12;32
46094.0;1;14
43307.0;2;14
42639.0;3;14
41103.0;4;14
42972.0;5;14
40702.0;6;14
40189.0;7;14
36968.0;8;14
39422.0;9;14
41489.0;10;14
39358.0;11;14
43171.0;12;14
22744.0;1;114
21798.0;2;114
22489.0;3;114
17621.0;4;114
18289.0;5;114
18605.0;6;114
17758.0;7;114
16354.0;8;114
16110.0;9;114
20628.0;10;114
18434.0;11;114
22164.72;12;114
127432.46;1;95
125362.24;2;95
123497.15;3;95
121425.31;4;95
116612.81;5;95
105586.16;6;95
105100.79;7;95
100738.06;8;95
104320.66;9;95
115731.03;10;95
121633.38;11;95
126983.37000000002;12;95
51346.02;1;36
48648.76000000001;2;36
44597.41;3;36
46304.63;4;36
43096.97;5;36
38692.03;6;36
35778.54;7;36
34680.78;8;36
36025.46;9;36
39527.41;10;36
38586.12;11;36
44963.6;12;36
33887.0;1;202
36032.0;2;202
34702.0;3;202
30160.0;4;202
28960.0;5;202
29793.0;6;202
28263.0;7;202
27628.0;8;202
26769.0;9;202
29634.0;10;202
28256.0;11;202
30935.0;12;202
3096772.62;1;96
2906687.77;2;96
2762927.8000000007;3;96
2872219.77;4;96
2723100.02;5;96
2611505.850000001;6;96
2480070.79;7;96
2479874.3800000004;8;96
2544540.53;9;96
2597581.2800000007;10;96
2747143.26;11;96
2936803.61;12;96
42659.96;1;193
44622.93;2;193
44037.96;3;193
37328.98;4;193
36621.99;5;193
37299.92;6;193
35479.990000000005;7;193
35134.93;8;193
33561.990000000005;9;193
37784.4;10;193
36324.0;11;193
39485.95;12;193
15783.0;1;43
16357.0;2;43
14977.0;3;43
13218.0;4;43
12210.0;5;43
15025.0;6;43
13617.0;7;43
14362.0;8;43
12321.0;9;43
12774.0;10;43
13700.0;11;43
14515.0;12;43
1204628.6800000002;1;146
1155660.65;2;146
1147024.12;3;146
1143732.1;4;146
1090633.82;5;146
1078279.98;6;146
1043521.31;7;146
1016298.71;8;146
1062427.03;9;146
1066645.9;10;146
1125526.17;11;146
1151575.59;12;146
111403.0;1;136
112517.11;2;136
106628.75;3;136
101617.8;4;136
99564.06;5;136
93502.52;6;136
90854.04;7;136
88097.01000000001;8;136
86717.09;9;136
100004.07;10;136
94594.16;11;136
104738.44;12;136
16469.11;1;40
18087.82;2;40
15359.88;3;40
14215.7;4;40
12232.03;5;40
12874.19;6;40
13165.13;7;40
11931.27;8;40
12757.05;9;40
13557.98;10;40
14444.87;11;40
14945.67;12;40
125106.21;1;86
151254.05;2;86
147309.92;3;86
107545.77;4;86
100780.36;5;86
89348.26999999999;6;86
86559.83000000002;7;86
89573.34;8;86
88324.29;9;86
92674.71;10;86
96275.87;11;86
98656.75;12;86
84109.5;1;112
77853.57;2;112
80190.34;3;112
75636.84000000001;4;112
66241.20000000001;5;112
59144.72;6;112
60246.32;7;112
61046.380000000005;8;112
68020.87;9;112
66468.17;10;112
73261.05;11;112
83108.63;12;112
29425.0;1;213
27812.0;2;213
27880.0;3;213
25391.0;4;213
22704.0;5;213
21907.0;6;213
19615.0;7;213
19726.0;8;213
21250.0;9;213
22985.0;10;213
25686.0;11;213
28229.0;12;213
37604.0;1;149
38410.0;2;149
37235.0;3;149
36722.0;4;149
34625.0;5;149
32192.0;6;149
31540.0;7;149
30088.0;8;149
31169.0;9;149
33469.0;10;149
35669.0;11;149
37740.0;12;149
31567.0;1;91
31572.0;2;91
32526.0;3;91
29183.0;4;91
26869.0;5;91
27963.0;6;91
26375.0;7;91
25281.0;8;91
26923.0;9;91
27095.0;10;91
25445.0;11;91
28847.0;12;91
23151.0;1;66
22115.0;2;66
22206.0;3;66
21524.0;4;66
21177.0;5;66
19698.94;6;66
18873.31;7;66
17950.0;8;66
18003.0;9;66
21232.0;10;66
21470.0;11;66
22668.0;12;66
496749.77;1;39
471384.94;2;39
481281.33;3;39
458580.04;4;39
463476.5;5;39
426983.52;6;39
424371.16;7;39
372851.45000000007;8;39
417116.65;9;39
444829.8900000001;10;39
456232.37000000005;11;39
477001.37;12;39
93852.31;1;88
104776.96;2;88
99905.44;3;88
88090.32999999999;4;88
73142.12;5;88
73776.65;6;88
73479.01000000001;7;88
76014.20999999999;8;88
69418.65;9;88
75404.42000000001;10;88
78284.48000000001;11;88
79159.82999999999;12;88
43266.0;1;100
42942.02;2;100
40806.0;3;100
38401.0;4;100
36661.0;5;100
34787.0;6;100
33309.0;7;100
32622.0;8;100
32739.0;9;100
38952.0;10;100
40133.0;11;100
43447.0;12;100
1465507.0;1;194
1435703.0;2;194
1327925.0;3;194
1212797.0;4;194
1249321.0;5;194
1212016.0;6;194
1199912.0;7;194
1187325.0;8;194
1220751.0;9;194
1235968.0;10;194
1268200.0;11;194
1386303.0;12;194
442219.56000000006;1;87
461370.46;2;87
424849.29;3;87
431850.82;4;87
398909.98;5;87
347375.84;6;87
347534.56000000006;7;87
328418.24;8;87
348209.31000000006;9;87
372121.34;10;87
375450.83;11;87
428039.35;12;87
57476.02;1;84
59160.16;2;84
54876.94;3;84
44888.2;4;84
43628.030000000006;5;84
40038.16;6;84
35495.09;7;84
34807.04;8;84
36647.81;9;84
46387.02;10;84
41453.12;11;84
51990.95;12;84
81178.0;1;111
81332.0;2;111
78618.0;3;111
76680.0;4;111
74259.0;5;111
69495.0;6;111
64244.0;7;111
63629.0;8;111
65224.0;9;111
72107.00000000001;10;111
71716.0;11;111
75228.0;12;111
139773.82;1;162
150229.09;2;162
144523.44;3;162
140361.87;4;162
135634.82;5;162
128483.22;6;162
124414.21000000002;7;162
124259.11;8;162
124233.49;9;162
135858.72;10;162
136236.8;11;162
139912.13999999998;12;162
12318.0;1;97
13846.0;2;97
13035.0;3;97
13217.0;4;97
11719.0;5;97
11563.0;6;97
10203.0;7;97
10148.0;8;97
11260.0;9;97
11084.0;10;97
11860.0;11;97
11684.0;12;97
50125.97;1;3
48318.0;2;3
43981.0;3;3
46830.17;4;3
45247.7;5;3
31114.97;6;3
43759.01;7;3
35354.12;8;3
37017.13;9;3
46365.04000000001;10;3
44343.99;11;3
50999.01000000001;12;3
12269.0;1;98
18525.0;2;98
13715.0;3;98
9809.0;4;98
9623.0;5;98
10107.0;6;98
9954.0;7;98
9447.0;8;98
8835.0;9;98
10037.0;10;98
10260.0;11;98
10831.31;12;98
678845.4300000002;1;93
647511.7899999999;2;93
629433.94;3;93
605730.7900000002;4;93
565937.8000000002;5;93
541741.9300000002;6;93
542033.1400000001;7;93
518632.71;8;93
541462.6199999999;9;93
557144.2200000001;10;93
603003.23;11;93
634364.05;12;93
118625.0;1;179
121054.0;2;179
124565.0;3;179
105207.0;4;179
106472.0;5;179
103781.85;6;179
102704.0;7;179
98640.0;8;179
95965.0;9;179
104748.0;10;179
101856.0;11;179
109521.12;12;179
48725.9;1;181
47767.850000000006;2;181
47669.810000000005;3;181
45582.46000000001;4;181
43049.86;5;181
40770.22;6;181
36988.68;7;181
40924.81;8;181
41756.7;9;181
41149.00000000001;10;181
46208.72;11;181
46959.22;12;181
13292.0;1;47
14198.27;2;47
13847.01;3;47
14200.26;4;47
12605.0;5;47
11430.28;6;47
9804.0;7;47
11226.99;8;47
11307.28;9;47
11036.0;10;47
12435.99;11;47
12587.0;12;47
37497.0;1;92
37001.0;2;92
36317.0;3;92
31495.0;4;92
31048.0;5;92
32362.0;6;92
30530.0;7;92
30627.0;8;92
29283.99;9;92
35244.93;10;92
33166.990000000005;11;92
36169.93;12;92
43490.33;1;48
51822.89;2;48
45103.87;3;48
44703.19;4;48
45648.1;5;48
39051.32;6;48
36847.0;7;48
35252.42;8;48
37924.15;9;48
39242.9;10;48
42448.64;11;48
42806.76;12;48
29385.0;1;38
31310.0;2;38
26323.0;3;38
24064.0;4;38
26405.0;5;38
25184.0;6;38
23969.0;7;38
26182.0;8;38
26066.0;9;38
26689.0;10;38
29575.0;11;38
31230.0;12;38
17417.0;1;191
20024.0;2;191
20782.0;3;191
19103.0;4;191
16749.0;5;191
16076.0;6;191
14589.0;7;191
15254.0;8;191
16263.0;9;191
16162.0;10;191
17506.0;11;191
17691.0;12;191
753274.6599999999;1;89
734847.91;2;89
720951.44;3;89
735428.1599999999;4;89
703410.3300000001;5;89
623280.11;6;89
636707.7799999999;7;89
594285.74;8;89
601540.3400000001;9;89
663204.92;10;89
675200.02;11;89
717835.3200000001;12;89
